Reaction #,Plate,Rxn_Plate_Row,Rxn_Plate_Col,Prod_Smiles,Rxn_Plate,Product_theoretical_umol,Target Mass,ArX_ID,ArX_Smiles,ArX_umol,ArX_equiv,ArX_conc_M,ArX_nL,Acid_ID,Acid_Smiles,Acid_umol,Acid_equiv,Acid_conc_M,Acid_nL,Catalyst_ID,Catalyst_Smiles,Catalyst_umol,Catalyst_equiv,Catalyst_conc_M,Catalyst_nL,Additive_ID,Additive_Smiles,Additive_umol,Additive_equiv,Additive_conc_M,Additive_nL,Solvent_ID,Solvent_nL,Solvent_Smiles,Quench_Solvent1_ID,Quench_Solvent1_Smiles,Quench_Solvent1_uL,Quench_Additive1_ID,Quench_Additive1_Smiles,Quench_Additive1_conc_M,Solution_Base_ID,Solution_Base_Smiles,Solution_Base_umol,Solution_Base_equiv_rel_to_solute,Solution_Base_conc,Solution_Base_solute,Solution_Photocatalyst_ID,Solution_Photocatalyst_Smiles,Solution_Photocatalyst_umol,Solution_Photocatalyst_equiv_rel_to_solute,Solution_Photocatalyst_conc,Solution_Photocatalyst_solute,Solution_Ligand_ID,Solution_Ligand_Smiles,Solution_Ligand_umol,Solution_Ligand_equiv_rel_to_solute,Solution_Ligand_conc,Solution_Ligand_solute,CAD Yield,UV210_Prod AreaAbs,UV254_Prod AreaAbs
22,1,1,22,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Cc4ccc(cc4)Cl,20hr_25C,0.1,398.10,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00004344,c1cc(ccc1CC(=O)O)Cl,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.1,31034.9,3653.7
23,1,1,23,COc1ccc(cc1)Cc2cc3c4c(c2)[nH]c(=O)c(=O)n4C(CC3)CC(=O)OC,20hr_25C,0.1,394.15,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00004345,COc1ccc(cc1)CC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,4.8,82340.8,9194.6
24,1,1,24,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Cc4ccc(cc4)O,20hr_25C,0.1,380.14,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00004347,c1cc(ccc1CC(=O)O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,24.1,153134.3,18743.2
25,1,2,1,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Cc4ccc(cc4)C(F)(F)F,20hr_25C,0.1,432.13,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00004352,c1cc(ccc1CC(=O)O)C(F)(F)F,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,0.0,0.0
26,1,2,2,CCCCc1cc2c3c(c1)[nH]c(=O)c(=O)n3C(CC2)CC(=O)OC,20hr_25C,0.1,330.16,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00004413,CCCCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,3.9,8121.3,865.9
27,1,2,3,CC(=O)NCCCCCc1cc2c3c(c1)[nH]c(=O)c(=O)n3C(CC2)CC(=O)OC,20hr_25C,0.1,401.20,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00004424,CC(=O)NCCCCCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,7525.8,598.0
28,1,2,4,CC(C)(c1cc2c3c(c1)[nH]c(=O)c(=O)n3C(CC2)CC(=O)OC)O,20hr_25C,0.1,332.14,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00004459,CC(C)(C(=O)O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,1.4,0.0,0.0
29,1,2,5,CC1(C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)c4cc5c6c(c4)[nH]c(=O)c(=O)n6C(CC5)CC(=O)OC)C,20hr_25C,0.1,577.20,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00005175,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)C(=O)O)C,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,0.0,0.0
30,1,2,6,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)CCCc4cccs4,20hr_25C,0.1,398.13,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00005463,c1cc(sc1)CCCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,4692.1,643.8
31,1,2,7,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)CN4C(=O)c5ccccc5C4=O,20hr_25C,0.1,433.13,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00005900,c1ccc2c(c1)C(=O)N(C2=O)CC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,12184.8,1334.3
32,1,2,8,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)CC[N+](=O)[O-],20hr_25C,0.1,347.11,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00007406,C(C[N+](=O)[O-])C(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,0.0,0.0
33,1,2,9,CC(=O)NC(CCSC)c1cc2c3c(c1)[nH]c(=O)c(=O)n3C(CC2)CC(=O)OC,20hr_25C,0.1,419.15,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00008681,CC(=O)NC(CCSC)C(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,2367.6,1567.4
34,1,2,10,CC1(C(C1(C)C)c2cc3c4c(c2)[nH]c(=O)c(=O)n4C(CC3)CC(=O)OC)C,20hr_25C,0.1,370.19,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00011538,CC1(C(C1(C)C)C(=O)O)C,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,1.3,0.0,0.0
35,1,2,11,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)C4CC[C@H]5[C@@H]4CCC5,20hr_25C,0.1,382.19,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00012271,C1C[C@H]2CCC([C@H]2C1)C(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,8596.9,710.2
36,1,2,12,CN1CC(CC1=O)c2cc3c4c(c2)[nH]c(=O)c(=O)n4C(CC3)CC(=O)OC,20hr_25C,0.1,371.15,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00014102,CN1CC(CC1=O)C(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,14.5,65056.1,6188.2
37,1,2,13,COc1ccccc1OCc2cc3c4c(c2)[nH]c(=O)c(=O)n4C(CC3)CC(=O)OC,20hr_25C,0.1,410.15,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00014352,COc1ccccc1OCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,11.1,129440.8,14794.1
38,1,2,14,Cc1ccccc1OCc2cc3c4c(c2)[nH]c(=O)c(=O)n4C(CC3)CC(=O)OC,20hr_25C,0.1,394.15,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00014354,Cc1ccccc1OCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,3.1,88211.5,9482.5
39,1,2,15,Cc1ccc(c(c1)C)OCc2cc3c4c(c2)[nH]c(=O)c(=O)n4C(CC3)CC(=O)OC,20hr_25C,0.1,408.17,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00014355,Cc1ccc(c(c1)C)OCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,6.2,110382.4,11494.6
40,1,2,16,Cc1ccc(c(c1)OCc2cc3c4c(c2)[nH]c(=O)c(=O)n4C(CC3)CC(=O)OC)C,20hr_25C,0.1,408.17,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00014356,Cc1ccc(c(c1)OCC(=O)O)C,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,11.4,154108.4,15455.2
41,1,2,17,COc1cccc(c1)OCc2cc3c4c(c2)[nH]c(=O)c(=O)n4C(CC3)CC(=O)OC,20hr_25C,0.1,410.15,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00014357,COc1cccc(c1)OCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,8.5,113922.9,11422.9
42,1,2,18,COc1ccc(cc1)OCc2cc3c4c(c2)[nH]c(=O)c(=O)n4C(CC3)CC(=O)OC,20hr_25C,0.1,410.15,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00014360,COc1ccc(cc1)OCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,10.6,128427.3,15819.0
43,1,2,19,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)COc4ccc(cc4)OCc5ccccc5,20hr_25C,0.1,486.18,MFCD00920757,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br,0.1,1,0.1,0,MFCD00014361,c1ccc(cc1)COc2ccc(cc2)OCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,blank,,0,0,0,0,DMSO,150,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,5.9,121601.1,12704.3
